product_name,product_description,price,ratings,reviews,product_link,image_link,website,date
Apple MacBook Air,"Processor: Apple Unknown, RAM: 8GB, Storage: 256GB SSD, OS: Mac OS, Display: 13.3 inches 2736 x 1824 Pixels",37505.0,4.4,Very good laptop with solid performance,https://www.amazon.com/MacBook-Apple-Memory-256GB-Space/dp/B08PNQTYV2/ref=sr_1_125?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-125,Not Available,Amazon,2024-11-04 18:39:16
Apple MacBook Air,"Processor: Intel Core i3, RAM: 8GB, Storage: 128GB SSD, OS: Catalina, Display: 13.3 inches 2560x1600 Pixels",30709.0,4.0,Very good laptop with solid performance,https://www.amazon.com/Apple-MacBook-1-1GHz-13-inch-Storage/dp/B09BK21GFW/ref=sr_1_126?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-126,Not Available,Amazon,2024-11-04 18:39:22
ASUS ASUS Vivobook 16,"Processor: nan Core i5, RAM: 16GB, Storage: 512GB SSD, OS: Windows 11 Home, Display: 16.0 inches nan",44248.0,Not Available,No reviews available,https://www.amazon.com/ASUS-Vivobook-i5-1235U-Graphics-F1605ZA-AS56/dp/B0CWJ642YM/ref=sr_1_127?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-127,Not Available,Amazon,2024-11-04 18:39:27
Dell Latitude,"Processor: Intel Intel Core i5, RAM: 16GB, Storage: 512GB SSD, OS: Windows 11 Pro, Display: 15.6 inches 1920 x 1080 Pixels",67977.0,4.5,Excellent performance and premium build quality,https://www.amazon.com/Dell-Latitude-3540-i7-1195G7-Bluetooth/dp/B0CTKKCP81/ref=sr_1_128?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-128,Not Available,Amazon,2024-11-04 18:39:32
jumper EZbook S7-Hi,"Processor: Intel Celeron 5205U, RAM: 4GB, Storage: 128GB SSD, OS: Windows 11, Display: 15.6 inches 1366x768 Pixels",55360.0,4.0,Very good laptop with solid performance,https://www.amazon.com/jumper-Subscription-Processor-Computer-Speakers/dp/B0DHSGT3L3/ref=sr_1_129?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-129,Not Available,Amazon,2024-11-04 18:39:36
acer Predator Helios Neo 16 Gaming Laptop,"Processor: Intel Intel Core i7, RAM: 16GB, Storage: 512GB SSD, OS: Windows 11 Home, Display: 16.0 inches 1920 x 1200",95421.0,4.5,Excellent performance and premium build quality,https://www.amazon.com/Predator-i7-13650HX-GeForce-Display-PHN16-71-76H5/dp/B0CX27GY7N/ref=sr_1_130?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-130,Not Available,Amazon,2024-11-04 18:39:41
Dell Latitude 7490,"Processor: Intel Core i7-8650U, RAM: 16GB, Storage: 512GB SSD, OS: Windows 10 Pro, Display: 14.0 inches 1920 x 1080",22238.0,4.1,Very good laptop with solid performance,https://www.amazon.com/Dell-Latitude-i7-8650U-Certified-Refurbished/dp/B07D5FRTLV/ref=sr_1_131?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-131,Not Available,Amazon,2024-11-04 18:39:45
HP HP 15.6 inch Laptop PC,"Processor: Intel Core i5, RAM: 8GB, Storage: 512GB SSD, OS: Windows 11 Home, Display: 15.6 inches 1920x1080 Pixels",34445.0,4.3,Very good laptop with solid performance,https://www.amazon.com/HP-Generation-i5-1334U-Graphics-15-fd0012nr/dp/B0CXGPS24D/ref=sr_1_132?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-132,Not Available,Amazon,2024-11-04 18:39:51
Dell Dell 11.5 Chromebook,"Processor: Intel Celeron, RAM: 4GB, Storage: 32GB SSD, OS: Chrome OS, Display: 11.5 inches 1366x768 Pixels",7469.0,3.6,"Average performance, decent for daily use",https://www.amazon.com/Dell-11-5-Chromebook-Touchscreen-Ultra-Fast/dp/B0DC2F9N1C/ref=sr_1_134?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-134,Not Available,Amazon,2024-11-04 18:39:59
HP 17t-cn3004,"Processor: Intel i5-1334U, RAM: 32GB, Storage: 4096GB SSD, OS: Windows 11 Pro, Display: 17.3 inches 1600x900 Pixels",58929.0,5.0,Excellent performance and premium build quality,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MTQ1MjkyMTMwMDEyNDAyOjE3MzA2NzY3NDM6c3BfbXRmX2Jyb3dzZTozMDA0MTA1NTU2OTMwMDI6OjA6Og&url=%2FHP-Business-Student-i5-1334U-Lifetime%2Fdp%2FB0D8V7KSHQ%2Fref%3Dsr_1_137_sspa%3Fdib%3DeyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno%26dib_tag%3Dse%26qid%3D1730676743%26s%3Dpc%26sr%3D1-137-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Not Available,Amazon,2024-11-04 18:40:11
HP Premium,"Processor: Intel Celeron, RAM: 16GB, Storage: 576GB SSD, OS: Windows 11 Home, Display: 14.0 inches 1366 x 768 Pixels",32287.0,4.1,Very good laptop with solid performance,https://www.amazon.com/HP-Limited-Microsoft-Quad-Core-Processor/dp/B0D4RC8XST/ref=sr_1_139?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-139,Not Available,Amazon,2024-11-04 18:40:18
Lenovo V15,"Processor: Intel Celeron, RAM: 32GB, Storage: 2048GB SSD, OS: Windows 11 Pro, Display: 15.6 inches 1920 x 1080 Pixels",49799.0,4.5,Excellent performance and premium build quality,https://www.amazon.com/Lenovo-V15-Essential-Multitasking-Processor/dp/B0DCH5LZJR/ref=sr_1_140?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-140,Not Available,Amazon,2024-11-04 18:40:21
HP HP Newest Flagship LAPTOP,"Processor: Intel Core i3, RAM: 40GB, Storage: 2048GB SSD, OS: Windows 11 Pro, Display: 15.63 inches 1367 x 768 Pixels",41499.0,3.9,"Average performance, decent for daily use",https://www.amazon.com/HP-Flagship-Touchscreen-External-Multi-Tasking/dp/B0DB9FF3W8/ref=sr_1_141?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-141,Not Available,Amazon,2024-11-04 18:40:26
Apple Macbook Air,"Processor: Intel Core i5-5250U, RAM: 8GB, Storage: 128GB SSD, OS: macOS 10.12 Sierra, Display: 13.3 inches 1440_x_900",13279.0,4.0,Very good laptop with solid performance,https://www.amazon.com/Apple-MacBook-MJVE2LL-13-inch-Refurbished/dp/B07BGFTQ4Z/ref=sr_1_142?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-142,Not Available,Amazon,2024-11-04 18:40:30
Lenovo ThinkPad,"Processor: AMD Ryzen 7, RAM: 40GB, Storage: 2048GB SSD, OS: Windows 11 Pro, Display: 16.0 inches 1920 x 1200 Pixels",73787.0,5.0,Excellent performance and premium build quality,https://www.amazon.com/Lenovo-ThinkPad-E16-Octa-Core-Fingerprint/dp/B0DB4S2PNP/ref=sr_1_143?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-143,Not Available,Amazon,2024-11-04 18:40:35
Razer Razer Blade 16,"Processor: Intel Intel Core i9, RAM: 32GB, Storage: 4096GB SSD, OS: Windows 11, Display: 16.0 inches OLED QHD+ 240Hz",309568.0,4.0,Very good laptop with solid performance,https://www.amazon.com/Razer-Blade-Gaming-Laptop-i9-14900HX/dp/B0CPP726HK/ref=sr_1_144?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-144,Not Available,Amazon,2024-11-04 18:40:39
HP TPN-I139_320M3AV,"Processor: Intel Core i3 Family, RAM: 8GB, Storage: 256GB SSD, OS: Windows 11 Home, Display: 17.3 inches 1600 x 900 Pixels",30377.0,4.4,Very good laptop with solid performance,https://www.amazon.com/HP-Display-i3-1125G4-Processor-Windows/dp/B0C3RPLW47/ref=sr_1_145?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-145,Not Available,Amazon,2024-11-04 18:40:44
HP 250,"Processor: Intel Core i3, RAM: 32GB, Storage: 2048GB SSD, OS: Windows 11 Pro, Display: 15.6 inches 1920 x 1080 Pixels",45649.0,4.3,Very good laptop with solid performance,https://www.amazon.com/HP-G9-Business-Processor-Included/dp/B0DD824GM2/ref=sr_1_146?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-146,Not Available,Amazon,2024-11-04 18:40:48
ASUS G834JZR-XS96,"Processor: Intel Core i9, RAM: 32GB, Storage: 2048GB SSD, OS: Windows 11 Pro, Display: 18.0 inches 2560 x 1600",214227.0,4.3,Very good laptop with solid performance,https://www.amazon.com/ASUS-Strix-Gaming-Laptop-Nebula/dp/B0CRD8FPQR/ref=sr_1_147?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-147,Not Available,Amazon,2024-11-04 18:40:53
ASUS FX607JV-ES73,"Processor: Intel Core i7, RAM: 16GB, Storage: 512GB SSD, OS: Windows 11 Home, Display: 16.0 inches 1920 x 1080 pixels",91299.0,5.0,Excellent performance and premium build quality,https://www.amazon.com/ASUS-TUF-Gaming-Laptop-165Hz/dp/B0CRD9TV9V/ref=sr_1_148?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-148,Not Available,Amazon,2024-11-04 18:40:58
MSI MSI GF63,"Processor: Intel Core i5 Family, RAM: 16GB, Storage: 512GB SSD, OS: Windows 11, Display: 15.6 inches 1920 x 1080 Pixels",53531.0,4.4,Very good laptop with solid performance,https://www.amazon.com/MSI-GF63-i5-11400H-Windows-Aluminum/dp/B0B7D19CDC/ref=sr_1_149?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-149,Not Available,Amazon,2024-11-04 18:41:03
Apple MacBook Air,"Processor: Apple Apple M2, RAM: 8GB, Storage: 256GB SSD, OS: Mac OS, Display: 15.0 inches 2560 x 1600 pixels",73746.0,4.4,Very good laptop with solid performance,https://www.amazon.com/Apple-MacBook-15-inch-Storage-Midnight/dp/B0CN2TLGF4/ref=sr_1_150?dib=eyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno&dib_tag=se&qid=1730676743&s=pc&sr=1-150,Not Available,Amazon,2024-11-04 18:41:08
HP HP,"Processor: Intel Intel Core i3-N305, RAM: 16GB, Storage: 512GB SSD, OS: Windows 11 Pro, Display: 14.0 inches 1366 X 768 Pixels",34029.0,4.0,Very good laptop with solid performance,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MTQ1MjkyMTMwMDEyNDAyOjE3MzA2NzY3NDM6c3BfYnRmX2Jyb3dzZTozMDA1MTAxNDk4MzgwMDI6OjA6Og&url=%2FHP-Computer-Display-Business-Portable%2Fdp%2FB097THXGXT%2Fref%3Dsr_1_151_sspa%3Fdib%3DeyJ2IjoiMSJ9.5EZd7x_36it0GAcLFK14QHgb4I2JbdsTDj0Qty0DS4vCVjc0_fFFw8ljH9RotFiWWKf18zc46nSJZKJgHjdYzJTpksOedble3A6BZG3eNamSa8d077dl-MAXWF9IyyAKpmQQ2k55m-8rVR3l2Fgt5YltTRgdXYJ_RGDHpGinzMPmQWmrvHYfFWSx95z_h9raCdYD_5dlIr__25Ye-N6RhR9TyGqpZfcOX1xHKJw8lD5kha1Dxyj7WN-aHRkBx-A8X7JouAEiPrgjbZgsw3ozAqEac2JVonMumYiU21hTyuI.3W__hehzMdEDT1FX09yczEwsReTgJssl1cx2grMZLno%26dib_tag%3Dse%26qid%3D1730676743%26s%3Dpc%26sr%3D1-151-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Not Available,Amazon,2024-11-04 18:41:12
HP 17t-cn3004,"Processor: Intel i5-1334U, RAM: 12GB, Storage: 512GB SSD, OS: Windows 11 Pro, Display: 17.3 inches 1600x900 Pixels",48887.0,5.0,Excellent performance and premium build quality,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3NjQ1NDA3MTI5OTI3ODQ3OjE3MzA2NzY3NDY6c3BfYXRmX2Jyb3dzZTozMDA0MTA1NTU2OTM2MDI6OjA6Og&url=%2FHP-Business-Student-i5-1334U-Lifetime%2Fdp%2FB0D8V49948%2Fref%3Dsr_1_146_sspa%3Fdib%3DeyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo%26dib_tag%3Dse%26qid%3D1730676746%26s%3Dpc%26sr%3D1-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Not Available,Amazon,2024-11-04 18:41:25
